ProbeID	geneName	"absolute expression, parental strain t=0 (arbitrary units)"	wt t=0	wt t=10	wt t=20	wt t=30	wt t=45	wt t=60	wt t=90	wt t=120	gat1-deletion t=0	gat1-deletion t=10	gat1-deletion t=20	gat1-deletion t=30	gat1-deletion t=45	gat1-deletion t=60	gat1-deletion t=90	gat1-deletion t=120	gcn4-deletion t=0	gcn4-deletion t=10	gcn4-deletion t=20	gcn4-deletion t=30	gcn4-deletion t=45	gcn4-deletion t=60	gcn4-deletion t=90	gcn4-deletion t=120	leu3-deletion t=0	leu3-deletion t=10	leu3-deletion t=20	leu3-deletion t=30	leu3-deletion t=45	leu3-deletion t=60	leu3-deletion t=90	leu3-deletion t=120
2148_at		0.193	0	-0.149259365	-0.254594043	-0.328836464	-0.275007047	0.052894948	-0.260627908	-0.067638717	-0.158337027	-0.176322773	0.069451881	0.06340917	-0.112366523	-0.086783766	0.017417053	-0.138814469	-0.413594082	-0.326537348	-0.167357928	-0.142740172	-0.304511042	-0.177598929	-0.171206827	-0.389566812	-0.093560176	-0.352758525	-0.124328135	-0.337996464	-0.316145742	-0.222804561	-0.18142064	-0.220329955
2149_at	CCH1	0.213	0	-0.078609835	0.110915901	-0.220329955	0.18606493	0.251538767	0.086201035	0.12973393	0.06340917	-0.158337027	0.166502663	0.150400989	-0.172487516	0.024736678	-0.18142064	0.010134377	-0.126972856	-0.082702589	0.145605322	0.12973393	-0.142740172	-0.132247798	-0.093560176	-0.462575888	-0.049630768	-0.089498151	0.239566125	-0.32998465	-0.158337027	0.110915901	-0.088141597	-0.169925001
2150_g_at	CCH1	0.211	0	0.03948829	-0.012926174	-0.211635253	-0.052415894	0.020340448	-0.070389328	-0.055195654	-0.183962835	-0.267835392	0.298672743	0	0.03209363	0.145605322	-0.059355278	-0.071762669	-0.166072676	-0.279768422	0.03948829	-0.102993993	-0.027154052	-0.163498732	-0.202887833	-0.386259141	-0.070389328	-0.265436896	0.066427362	-0.252173413	-0.172487516	0.232768963	-0.041242982	-0.292781749
2151_s_at	CCH1	0.215	0	0.069451881	0.15682011	-0.060739158	0.281035664	0.17299399	0.158429363	-0.032806145	-0.032806145	0.023269779	-0.066261442	0.145605322	0.087733372	0.23786383	0.195946441	0.077041036	-0.089498151	0.140825544	0.239566125	0.169744676	0.007231569	0.215914857	0.089267338	0.046921047	0.13289427	0.109358756	0.189351252	-0.081339627	-0.015782997	0.254977851	0.089267338	-0.062121712
2152_s_at	CCH1	0.268	0	-0.021479727	0.09696173	-0.190298792	0.125006361	0.284545873	0.226003675	0.030619235	-0.221567789	0.098505545	0.007231569	-0.012926174	0.15682011	0.327348371	0.189351252	0.098505545	-0.112366523	-0.119024103	0.187707155	0.126580497	-0.049630768	0.017417053	-0.051024003	-0.415758667	-0.097610797	-0.024319679	0.140825544	-0.082702589	0.067938829	-0.025737561	-0.062121712	0.104697379
2153_s_at	CCH1	0.339	0	0.153606979	0.011587974	-0.18142064	0.181149439	0.341902795	-0.052415894	0.330973234	0.115597447	-0.219091058	-0.052415894	0.234465254	0.148800661	0.161653263	0.13606155	0.177881725	-0.055195654	0.123433941	0.18606493	0.002888279	0.152003093	0.226003675	0.148800661	-0.293958979	0.064917477	0.080087911	0.120294234	-0.230203013	0.189351252	-0.088141597	0.428565884	0.064917477
2154_s_at	CCH1	0.215	0	-0.074505436	0.02620507	-0.178873958	-0.264236151	0.153606979	0.01449957	-0.067638717	0.01887801	-0.178873958	-0.15704371	-0.018634174	0.234465254	0.268816758	0.02180437	-0.097610797	-0.261831659	-0.185232254	-0.015782997	0.128156351	0.072482754	0.092340172	-0.119024103	-0.231432408	-0.109694865	-0.109694865	0.070966521	-0.202887833	-0.096261853	0.110915901	-0.012926174	-0.186500558
2155_s_at	CCH1	0.339	0	-0.069014678	-0.206643224	-0.604071324	0.199255376	-0.15704371	-0.410341105	-0.470927257	-0.142740172	-0.069014678	-0.100304906	0.015957574	0.420819852	0.378944497	-0.200378798	-0.007195501	-0.462575888	-0.044044333	-0.085424656	-0.231432408	-0.084064265	-0.056583528	-0.23878686	-0.639695233	-0.153156788	-0.3021728	-0.067638717	-0.546956178	-0.232660757	-0.224040274	-0.305678743	-0.217851097
2156_s_at	CCH1	0.41	0	0.182786076	0.020340448	-0.429749851	0.15521265	-0.202887833	-0.217851097	-0.168642036	0.017417053	-0.028569152	-0.108357178	0.070966521	0.341902795	0.095419565	-0.081339627	0.064917477	0.10159814	0.356605547	0.234465254	0.092340172	0.13606155	0.045431429	-0.088141597	-0.932817103	-0.113700499	0.035046947	0.169744676	-0.260627908	-0.094911647	-0.163498732	-0.237563718	-0.257010618
2157_at		0.147	0	0.242976753	0.210896782	0.114035243	0.254977851	0.45600928	0.204233052	0.189351252	0.1376478	0.168122759	0.181149439	0.220950447	0.384583703	0.17299399	0.438307279	0.118726939	0.174621396	0.169744676	0.384583703	0.229382353	0.1376478	0.166502663	0.098505545	0.008682243	0.027674958	0.3382504	0.293358943	0.029146346	0.120294234	0.267079618	0.145605322	0.318325858
2158_at		0.172	0	0.177881725	0.171368418	0.083141235	0.161653263	0.081613766	0.095419565	0.200912694	0.049904906	-0.085424656	0.205896101	0.202571918	-0.053806444	-0.059355278	0.320125852	-0.077242999	0.043943348	0.168122759	-0.014355293	0.01887801	-0.018634174	-0.059355278	0.128156351	0.058893689	0.169744676	0.057391664	0.181149439	0.052894948	0.125006361	0.147202107	-0.117695043	0.001443417
2159_at		0.323	0	0.020340448	0.058893689	-0.269033146	0.265344567	0.16326792	0.329159664	0.293358943	-0.212880566	-0.280956314	-0.2880632	0.300448367	0.098505545	0.093879047	-0.082702589	-0.123003954	-0.027154052	-0.100304906	0.06039728	-0.008630305	-0.077242999	0.002888279	-0.005759269	-0.25821739	0.120294234	0.095419565	0.10780329	-0.111031312	0.046921047	0.199255376	0.013043037	0.115597447
2160_at		0.215	0	0.13606155	0.029146346	0.02620507	0.2968993	0.274040765	0.139235797	0.378944497	-0.243669081	-0.085424656	-0.005759269	0.260151897	0.1376478	0.093879047	0.089267338	-0.078609835	-0.01720929	-0.042644337	0.10780329	0.187707155	-0.053806444	-0.205392513	0.069451881	-0.13093087	0.177881725	0.131313235	0.131313235	-0.206643224	-0.140124224	-0.108357178	0.09696173	-0.010063683
2161_at	YHB1	0.203	0	-0.007195501	-0.297484916	-0.332278283	-0.01720929	-0.056583528	-0.037030731	0.256700472	0.318325858	-0.018634174	-0.113700499	-0.060739158	0.01887801	0.036525876	0.01449957	-0.074505436	0.318325858	0.128156351	0.055891201	0.109358756	0.02180437	-0.154453593	0.048412205	0.109358756	0.161653263	-0.052415894	-0.09895848	-0.347098671	-0.022900402	0.020340448	0.123433941	0.06039728
2162_g_at	YHB1	3.007	0	-0.782408565	-1.12035194	-1.415758667	-0.935082523	-1.308011315	-0.725086725	-1.029276182	-0.916858765	-1.645701659	-2.101313901	-1.082702589	-0.425459305	-0.34596403	-0.935082523	-0.539034703	-0.799087306	-1.286289758	-1.044743821	-0.961252884	-0.990591873	-0.860764203	-1.044044333	-1.649845352	-0.029982866	-1.322505058	-1.851998837	-1.658554261	-1.123666196	-1.100977648	-0.87026607	-0.874993639
2163_s_at	YHB1	12.01	0	-1.195347598	-1.678071905	-1.618238656	-1.163498732	-1.483364361	-1.41467678	-1.585443319	-1.212880566	-1.990591873	-2.537793034	-1.237563718	-0.581110175	-0.3950628	-1.011495639	-0.605020153	-1.12498977	-1.805705185	-1.586404475	-1.576280258	-1.261831659	-1.111699072	-1.110363243	-2.09423607	-0.240008965	-1.821710215	-2.27857955	-1.86710573	-1.5290713	-1.195977459	-1.096936483	-1.091530593
2164_at	SLH1	0.286	0	0.209227962	0.02180437	-0.093560176	0.40927823	0.049904906	0.424687669	0.171368418	-0.25821739	-0.204140717	0.089267338	0.040971781	0.093879047	0.323732592	-0.075874867	0.392137097	-0.002882509	0.314732593	0.055891201	0.270555993	-0.066261442	-0.112366523	-0.102993993	-0.227741076	0.020340448	-0.137503524	0.217591435	-0.063502942	-0.265436896	0.17625064	-0.336854639	0.033569533
2165_g_at	SLH1	0.196	0	-0.220329955	-0.147957881	-0.317304068	-0.032806145	-0.164786278	-0.192825404	0.263611599	-0.324234562	-0.349365278	-0.36960607	0.084670324	-0.128293401	-0.162210036	-0.372952098	-0.177598929	-0.349365278	0.072482754	-0.290424404	-0.052415894	-0.314986485	-0.279768422	-0.357270476	-0.349365278	-0.180147861	-0.158337027	-0.049630768	-0.265436896	-0.071762669	-0.119024103	-0.129612738	-0.159629186
2166_s_at	SLH1	0.182	0	0.210896782	0.144010303	-0.10701825	0.120294234	-0.041242982	0.033569533	-0.166072676	0.077041036	-0.032806145	0.020340448	0.45600928	0.182786076	0.114035243	-0.23511432	0.239566125	0.017417053	-0.078609835	-0.060739158	0.045431429	-0.015782997	-0.13093087	-0.014355293	0.066427362	0.081613766	0.049904906	0.092340172	-0.03562391	0.06340917	0.234465254	-0.031395196	0.098505545
2167_s_at	SLH1	0.226	0	0.174621396	0.231074664	-0.077242999	0.219269964	0.147202107	0.148800661	0.181149439	0.005782353	0.246395464	-0.021479727	0.329159664	0.084670324	0.479954976	-0.220329955	0.20756107	-0.028569152	0.054392297	0.19759996	-0.018634174	0.02620507	-0.042644337	-0.108357178	-0.125651102	0.13289427	0.089267338	0.279283757	0.06340917	0.377069649	0.126580497	0.179514657	0.02180437
2168_s_at	SLH1	0.148	0	0.261880711	0.15682011	-0.03562391	0.336427665	0.320125852	0.199255376	0.263611599	-0.048236186	0.036525876	0.367731785	0.289827252	0.19759996	0.227692025	0.007231569	0.242976753	0.093879047	0.194294815	0.158429363	0.194294815	-0.018634174	0.110915901	0.075520008	-0.115033243	0.15521265	0.158429363	0.236163541	0.161653263	0.330973234	0.2968993	0.275786313	0.181149439
2169_s_at	SLH1	0.377	0	0.035046947	0.092340172	0.055891201	0.160040413	-0.199122642	0	-0.018634174	-0.032806145	0.104697379	0.514573173	0.181149439	0.469929258	0.687334826	0.194294815	0.40545145	0.013043037	0.232768963	-0.056583528	-0.052415894	0.18606493	0.18606493	-0.210388864	-0.358396262	-0.111031312	-0.059355278	-0.25821739	-0.261831659	0.164884385	-0.101650076	-0.044044333	0.189351252
2170_s_at	SLH1	0.29	0	0.343732465	0.200912694	0.078563669	0.367731785	0.17299399	0.205896101	0.192645078	0.214240226	0.564904848	0.471928835	0.639354798	0.739372092	0.960159735	0.270555993	0.562772261	0.358453971	0.242976753	0.436353731	0.220950447	0.477944251	0.590744853	0.226003675	-0.261831659	0.504304837	0.316528107	0.347398782	0.123433941	0.582079992	0.001443417	0.192645078	-0.082702589
2171_at		0.192	0	0.305788392	0.295128036	0.080087911	0.510457064	0.442222329	0.293358943	0.217591435	0.364013496	-0.004321606	0.036525876	0.382701517	0.15521265	0.446148032	0.298672743	0.160040413	0.092340172	0.054392297	0.394031641	0.345564459	-0.012926174	0.033569533	0.075520008	0.214240226	0.364013496	0.131313235	0.358453971	-0.039840265	0.209227962	0.249822294	-0.01720929	0.231074664
2172_at	YOR1	0.213	0	0.10159814	0.248107862	0.098505545	0.072482754	0.171368418	0.461958547	0.277533976	0.312939312	0.020340448	0.161653263	0.061902439	-0.044044333	0.246395464	-0.084064265	-0.011495639	0.145605322	0.10780329	0.057391664	0.215914857	-0.169925001	0.095419565	-0.096261853	0.075520008	0.4639471	-0.012926174	-0.03562391	0.010134377	0.103146927	0.222632891	-0.008630305	0.030619235
2173_g_at	YOR1	0.207	0	0.289827252	0.09696173	0.092340172	0.013043037	0.205896101	0.209227962	0.17625064	0.042456799	0.01449957	-0.221567789	0.258425153	0.103146927	0.00433459	0.090802937	0.072482754	-0.115033243	-0.01720929	-0.022900402	0.134477041	-0.060739158	-0.169925001	0.020340448	-0.097610797	0.268816758	0.02180437	0.144010303	-0.063502942	0.10780329	0.171368418	-0.132247798	0.002888279
2174_s_at	YOR1	0.222	0	0.309359421	0.17299399	0.251538767	0.246395464	0.428565884	0.352915787	0.13289427	0.114035243	0.253257284	0.126580497	0.169744676	0.444183845	0.575615328	-0.064882852	0.358453971	0.072482754	-0.056583528	0.329159664	0.323732592	0.220950447	0.10780329	-0.093560176	0.06340917	0.40927823	0.070966521	0.260151897	0.246395464	0.61705613	0.518701058	0.144010303	0.069451881
2175_s_at	YOR1	0.223	0	0.067938829	0.055891201	0.134477041	0.142417045	0.214240226	0.471928835	-0.125651102	0.459972731	0.020340448	0.104697379	0.144010303	0.314732593	0.382701517	0.166502663	0.277533976	0.289827252	0.121863233	0.020340448	-0.038436182	0.01449957	-0.027154052	-0.010063683	-0.115033243	0.529072743	0.343732465	-0.027154052	0.177881725	0.351074441	0.334607229	0.142417045	0.103146927
2176_s_at	YOR1	0.245	0	0.142417045	-0.010063683	0.092340172	-0.029982866	0.349235441	-0.010063683	-0.326537348	0.038006323	-0.137503524	-0.240008965	-0.117695043	0.077041036	0.288064643	0.194294815	-0.063502942	-0.027154052	-0.153156788	0.052894948	0.055891201	-0.034215715	0.19759996	-0.021479727	-0.082702589	0.685013515	0.16326792	0.038006323	0.001443417	0.20756107	0.109358756	0.184424571	-0.134878054
2177_s_at	YOR1	1.736	0	0.055891201	-0.379620962	0.145605322	-0.056583528	-0.162210036	-0.190298792	-0.253384236	0.066427362	-0.401630467	-0.264236151	-0.066261442	0.150400989	0.239566125	0.066427362	-0.056583528	-0.116364757	-0.048236186	-0.105678078	-0.13093087	-0.166072676	0.002888279	-0.168642036	0.086201035	0.120294234	-0.020057652	-0.119024103	0.118726939	0.055891201	-0.473007568	-0.060739158	-0.509949146
2178_at	YRF1-7 ; YRF1-6 ; YRF1-2 ; YRF1-3 ; YRF1-1 ; YRF1-5	1.905	0	0.284545873	0.110915901	-0.022900402	0.722610301	0.668868078	0.434402824	0.064917477	-0.126972856	-0.473007568	-0.100304906	0.365871442	0.298672743	0.808437349	0.471928835	0.17299399	0.036525876	0.426625474	0.746615764	0.783389931	0.166502663	0.318325858	-0.163498732	0.001443417	0.330973234	0.139235797	0.40354186	0.241270432	0.17625064	0.597277823	0.080087911	0.327348371
2179_at	ECM29	0.188	0	0.4639471	0.158429363	0.195946441	0.316528107	0.256700472	0.036525876	0.256700472	0.007231569	0.12973393	0.027674958	0.131313235	0	0.194294815	0.045431429	0.131313235	0.452056689	0.126580497	0.260151897	0.291592017	0.092340172	0.270555993	-0.051024003	0.008682243	0.045431429	0.109358756	0.048412205	0.070966521	0.015957574	0.181149439	0.087733372	-0.22897257
2180_s_at	GCN1	0.221	0	-0.097610797	-0.066261442	-0.227741076	0.06039728	-0.070389328	-0.293958979	-0.202887833	-0.202887833	-0.03562391	0.1376478	0.40354186	0.508403406	0.477944251	0.258425153	0.064917477	-0.113700499	-0.037030731	-0.145351386	-0.112366523	-0.108357178	-0.164786278	-0.200378798	-0.379620962	0.212567535	0.126580497	-0.219091058	-0.045442971	0.524915117	-0.126972856	0.075520008	0.128156351
2181_s_at	GCN1	0.514	0	-0.097610797	-0.435095152	-0.601221086	-0.224040274	-0.423309237	-0.570462931	-0.497740089	-0.619178216	-0.263034406	-0.277389699	0.109358756	0.597277823	0.659722595	0.106249498	0.166502663	-0.416839742	-0.071762669	-0.309176187	-0.47612242	-0.317304068	-0.186500558	-0.438292852	-0.902266569	0.083141235	0.033569533	-0.655351829	-0.303342394	0.454031631	-0.473007568	0.347398782	-0.096261853
2182_s_at	GCN1	0.602	0	-0.055195654	-0.362890643	-0.365132593	-0.108357178	-0.129612738	-0.646162657	-0.508935662	-0.462575888	-0.09085343	-0.176322773	0.260151897	0.641603738	0.878321443	0.16326792	0.261880711	-0.237563718	0.029146346	-0.295135249	-0.020057652	0.121863233	0.174621396	-0.12035194	-0.866314561	0.061902439	-0.22527493	-0.855192408	-0.540027269	0.227692025	-0.678973308	0.007231569	-0.100304906
2183_s_at	GCN1	1.838	0	-0.254594043	-0.385154897	-0.489542936	0.083141235	-0.353887836	-0.805705185	-0.770617647	-0.616357697	-0.283329168	-0.074505436	0.210896782	0.732164608	0.586405918	-0.038436182	0.169744676	-0.319617934	0.01887801	-0.608809243	-0.392866916	-0.159629186	-0.255802837	-0.533064922	-1.688851744	-0.22527493	-0.244887059	-0.874206786	-0.857582955	-0.088141597	-1.138814469	-0.241230036	-0.651683181
2184_s_at	GCN1	3.591	0	0.09696173	-0.217851097	-0.190298792	0.263611599	-0.167357928	-0.297484916	-0.316145742	-0.18142064	-0.084064265	-0.162210036	0.194294815	0.76611194	0.706041021	-0.136191386	0.1376478	0.103146927	0.153606979	-0.067638717	0.166502663	0.152003093	0.1376478	-0.260627908	-0.848798181	-0.059355278	-0.166072676	-0.267835392	-0.357270476	0.010134377	-0.709290636	-0.097610797	-0.466757616
2185_at		0.2	0	0.209227962	0.06340917	0.125006361	0.268816758	-0.077242999	0.164884385	0.526992432	-0.282143229	0.040971781	0.416962376	0.356605547	0.09696173	-0.03562391	-0.340277405	0.239566125	-0.002882509	0.121863233	0.030619235	0.126580497	0.010134377	0.03948829	0.095419565	-0.18142064	0.070966521	0.128156351	0.329159664	0.036525876	0.171368418	0.253257284	0.226003675	0.277533976
2186_at		0.216	0	0.036525876	0.115597447	-0.044044333	0.461958547	0.092340172	0.209227962	0.506352666	0.110915901	-0.011495639	0.19759996	0.457989644	0.109358756	0.224317298	-0.056583528	0.01887801	-0.123003954	0.10159814	-0.032806145	0.121863233	-0.119024103	0.02180437	-0.071762669	-0.162210036	0.055891201	-0.044044333	0.295128036	-0.048236186	0.373327247	-0.267835392	0.189351252	0.013043037
2187_at		0.2	0	0.011587974	0.226003675	-0.154453593	0.450084446	0.06340917	0.334607229	0.556393349	-0.194087052	0.040971781	0.236163541	-0.005759269	0.058893689	-0.008630305	-0.175045486	0.042456799	-0.001441974	0.027674958	-0.004321606	0.008682243	-0.186500558	-0.096261853	-0.008630305	-0.149259365	0.036525876	0.090802937	0.275786313	-0.037030731	0.005782353	0.171368418	-0.092207438	-0.123003954
2188_at		0.16	0	0.140825544	0.092340172	0.03948829	0.205896101	0.09696173	0.190997225	0.401634795	0.023269779	-0.13093087	0.234465254	0.153606979	0.086201035	0.209227962	-0.176322773	0.10159814	-0.195347598	0.13289427	-0.027154052	0.051399153	0.03948829	0.18606493	-0.021479727	-0.084064265	0.030619235	0.125006361	0.104697379	0.067938829	0.072482754	0.312939312	0.042456799	-0.01720929
2189_at	NUP49	0.192	0	0.055891201	0.06039728	-0.119024103	0.40354186	0.148800661	0.386468347	0.360304767	0.072482754	-0.024319679	0.093879047	0.475936324	0.015957574	0.415037499	-0.001441974	-0.09085343	-0.09085343	0.274040765	0.448114897	0.038006323	-0.01720929	0.03948829	-0.059355278	-0.031395196	0.093879047	0.126580497	0.260151897	0.084670324	0.093879047	0.192645078	0.134477041	0.115597447
2190_g_at	NUP49	1.358	0	0.275786313	0.212567535	0.077041036	0.093879047	0.200912694	0.027674958	0.354759487	0.300448367	0.420819852	0.150400989	0.573466862	0.894321922	0.894321922	0.749038426	0.795859283	0.027674958	0.02180437	-0.112366523	0.128156351	0.074000581	0.242976753	0.267079618	-0.079975377	0.001443417	0.234465254	-0.243669081	0.182786076	0.142417045	0.192645078	0.504304837	-0.22650853
2191_s_at	NUP49	1.66	0	0.401634795	0.048412205	0.340075442	0.367731785	0.260151897	0.311148256	0.418889825	0.142417045	0.318325858	0.075520008	0.148800661	0.808437349	0.803392956	0.59946207	0.710755715	0.181149439	0.153606979	-0.14404637	0.06039728	0.045431429	0.045431429	0.10780329	-0.313826296	-0.025737561	0.19759996	-0.189033824	0.295128036	0.126580497	0.320125852	0.420819852	-0.410341105
2192_at		0.191	0	0.17625064	0.152003093	0.181149439	0.386468347	0.077041036	0.265344567	0.20756107	0.03209363	-0.012926174	0.106249498	0.436353731	0.017417053	0.227692025	-0.2880632	0.100051014	-0.133563526	-0.005759269	0.100051014	0.033569533	-0.115033243	0.110915901	-0.014355293	0.210896782	0.095419565	0.078563669	0.144010303	0.023269779	0.086201035	0.168122759	0.078563669	-0.004321606
2193_at		0.179	0	0.089267338	0.209227962	-0.081339627	0.210896782	0.219269964	0.219269964	0.224317298	-0.146655222	0.150400989	-0.084064265	0.263611599	0.06039728	0.351074441	-0.121678557	0.12973393	0.01449957	0.103146927	-0.085424656	0.02180437	-0.153156788	-0.021479727	0.042456799	-0.112366523	0.258425153	0.043943348	-0.021479727	0.18606493	0.061902439	0.131313235	0.084670324	-0.138814469
2194_at		0.263	0	-0.079975377	-0.202887833	0.106249498	0.104697379	0.054392297	0.279283757	0	-0.269033146	-0.172487516	-0.162210036	-0.063502942	0.205896101	0.110915901	-0.150559677	-0.138814469	-0.031395196	0.061902439	0.09696173	-0.001441974	-0.211635253	-0.35614381	-0.201633861	-0.134878054	0.117161344	-0.192825404	0.202571918	0.161653263	-0.044044333	-0.164786278	-0.09085343	-0.342554745
2195_at		0.659	0	-0.025737561	-0.153156788	-0.253384236	-0.020057652	0.171368418	-0.03562391	0.075520008	-0.215367972	-0.284514133	-0.022900402	0.080087911	-0.027154052	0.575615328	-0.102993993	-0.126972856	-0.367371066	-0.048236186	-0.13093087	0.078563669	-0.212880566	-0.146655222	-0.371837617	-0.299830762	-0.084064265	-0.039840265	-0.119024103	-0.060739158	-0.081339627	0.029146346	0.117161344	0.06039728
2196_s_at		0.564	0	-0.004321606	0.01887801	0.083141235	0.005782353	0.048412205	-0.182692298	-0.219091058	0.106249498	0.10780329	-0.113700499	0.305788392	0.61705613	0.341902795	0.274040765	0.399730246	-0.687956494	0.104697379	-0.227741076	-0.084064265	-0.067638717	-0.079975377	-0.18142064	0.013043037	0.02620507	-0.034215715	-0.272620455	-0.051024003	-0.134878054	0.055891201	-0.039840265	-0.134878054
2197_s_at		0.645	0	0.057391664	-0.18142064	-0.286881148	0.089267338	-0.032806145	-0.09895848	-0.024319679	-0.10701825	-0.069014678	-0.126972856	0.15682011	0.467932448	0.352915787	0.215914857	0.295128036	-0.310340121	-0.015782997	0.03209363	0.187707155	-0.18142064	-0.404903122	-0.267835392	-0.353887836	0.114035243	0.12973393	-0.34596403	-0.078609835	0.13606155	-0.150559677	-0.082702589	-0.485426827
2198_at		0.182	0	0.304006187	0.160040413	0.305788392	0.373327247	0.399730246	0.506352666	0.275786313	0.166502663	0.10780329	0.046921047	0.351074441	0.288064643	0.744197163	0.16326792	0.356605547	0.166502663	0.164884385	0.117161344	0.121863233	0.187707155	0.267079618	0.249822294	0.046921047	0.219269964	0.329159664	0.078563669	0.20756107	0.227692025	0.415037499	0.220950447	0.19759996
2199_at		0.169	0	0.40545145	0.195946441	0.229382353	0.275786313	0.246395464	0.281035664	-0.057970069	0.011587974	-0.111031312	0.055891201	0.150400989	0.121863233	0.274040765	-0.001441974	0.286304185	0.072482754	0.184424571	0.232768963	0.305788392	0.074000581	0.148800661	0	-0.100304906	0.086201035	0.190997225	0.027674958	0.241270432	0.089267338	0.210896782	0.145605322	0.086201035
2200_at		0.148	0	0.3382504	0.179514657	0.147202107	0.007231569	0.087733372	0.214240226	-0.070389328	0.029146346	0.017417053	-0.038436182	0.241270432	-0.042644337	0.307572802	-0.031395196	0.12973393	0.015957574	-0.046840254	0.064917477	0.289827252	0.126580497	-0.001441974	-0.059355278	0.055891201	0.15521265	0.090802937	0.042456799	0.241270432	0.142417045	-0.014355293	0.222632891	0.123433941
2201_at	SPC105	0.177	0	0.214240226	-0.002882509	0.325539348	0.200912694	0.109358756	0.038006323	0.114035243	-0.011495639	0.061902439	0.075520008	0.090802937	0.104697379	0.251538767	-0.049630768	0.199255376	0.072482754	0.061902439	0.320125852	0.286304185	0.024736678	0.048412205	0.00433459	-0.119024103	0.253257284	0.093879047	-0.149259365	0.258425153	0.075520008	0.286304185	0.226003675	0.114035243
2202_g_at	SPC105	0.185	0	0.360304767	0.360304767	0.388355457	0.365871442	0.160040413	0.214240226	0.210896782	0.234465254	0.351074441	0.358453971	0.336427665	0.382701517	0.579921884	0.550042516	0.888968688	0.347398782	0.09696173	0.125006361	0.330973234	0.214240226	0.234465254	0.560642822	0.066427362	0.444183845	0.341902795	0.323732592	0.360304767	0.518701058	0.526992432	0.554273297	0.634867407
2203_s_at	SPC105	0.551	0	-0.027154052	0.005782353	0.293358943	0.029146346	0.027674958	-0.286881148	-0.261831659	-0.082702589	-0.195347598	-0.221567789	-0.01720929	0.195946441	0.384583703	0.411195433	0.880975897	0	-0.388465097	-0.367371066	-0.108357178	0.066427362	0.024736678	0.289827252	-0.049630768	0.067938829	-0.027154052	-0.651683181	-0.252173413	0.106249498	0.152003093	0.371459681	0.332789088
2204_s_at	SPC105	0.381	0	0.051399153	0.275786313	0.352915787	-0.066261442	-0.014355293	0.104697379	0.20756107	0.061902439	-0.241230036	-0.237563718	-0.085424656	0.054392297	0.291592017	-0.031395196	0.50021788	0.332789088	-0.2880632	-0.230203013	0.070966521	-0.048236186	-0.015782997	0.360304767	0.373327247	-0.008630305	0.152003093	-0.042644337	-0.020057652	0.055891201	-0.060739158	0.413115187	0.204233052
2205_at	GSC2	1.095	0	0.251538767	0.007231569	0.254977851	0.354759487	0.043943348	0.212567535	0.369594529	0.289827252	0.023269779	0.090802937	0.325539348	0.179514657	0.260151897	-1.051024003	0.375197235	0.007231569	-0.351628329	0.307572802	0.224317298	0.217591435	0.281035664	0.293358943	0.397828209	-0.270229907	-0.007195501	-0.205392513	-0.025737561	-0.332278283	0.035046947	0.020340448	0.199255376
2206_g_at	GSC2	0.17	0	0.215914857	0.066427362	0.166502663	-0.053806444	-0.014355293	-0.163498732	-0.079975377	-0.166072676	0.086201035	0.160040413	0.378944497	0.069451881	0.248107862	0.469929258	0.371459681	0.220950447	-0.125651102	0.220950447	0.229382353	0.160040413	0.40927823	0.042456799	0.189351252	0.227692025	0.13606155	-0.086783766	0.077041036	0.229382353	-0.001441974	0.251538767	0.55851652
2207_s_at	GSC2	0.441	0	0.007231569	-0.029982866	0.277533976	-0.14404637	0.005782353	-0.142740172	-0.164786278	-0.210388864	-0.021479727	0.152003093	0.215914857	0.118726939	0.318325858	0.354759487	0.438307279	-0.136191386	-0.173767068	0.246395464	-0.038436182	0.06340917	-0.049630768	-0.078609835	0.345564459	0.263611599	0.03948829	-0.147957881	0.029146346	-0.031395196	-0.317304068	0.40354186	0.416962376
2208_s_at	GSC2	0.211	0	0.187707155	-0.062121712	0.244685096	0.234465254	0.200912694	-0.164786278	0.024736678	0.010134377	0.109358756	0.253257284	0.57132159	0.430508908	0.694321257	0.810966176	0.582079992	0.100051014	0.131313235	0.171368418	0.19759996	0.121863233	0.219269964	0.19759996	-0.094911647	0.231074664	0.277533976	0.109358756	0.153606979	0.330973234	0.279283757	0.518701058	0.438307279
2209_s_at	GSC2	0.337	0	0.246395464	-0.111031312	0.098505545	0.204233052	0.490050854	0.02180437	-0.020057652	-0.093560176	0.061902439	0.345564459	0.378944497	0.358453971	0.77349147	0.426625474	0.550042516	0.120294234	0.148800661	0.150400989	-0.008630305	0.214240226	0.1376478	0.024736678	-0.007195501	0.226003675	0.40545145	0.064917477	0.040971781	0.200912694	0.168122759	0.520769439	0.496142467
2210_s_at	GSC2	0.723	0	0.112474729	-0.601221086	-0.059355278	-0.270229907	-0.200378798	-0.515005916	-0.123003954	-0.273814245	0.19759996	0.971430848	0.573466862	0.371459681	0.614845103	0.907792562	1.002888279	0.045431429	0.204233052	-0.158337027	-0.10433666	0.253257284	0.358453971	0.171368418	-0.651683181	-0.708407983	-0.082702589	-0.742437445	-0.685267407	-0.385154897	-0.622930351	0.227692025	0.415037499
