ProbeID	geneName	"absolute expression, parental strain t=0 (arbitrary units)"	wt t=0	wt t=10	wt t=20	wt t=30	wt t=45	wt t=60	wt t=90	wt t=120	gat1-deletion t=0	gat1-deletion t=10	gat1-deletion t=20	gat1-deletion t=30	gat1-deletion t=45	gat1-deletion t=60	gat1-deletion t=90	gat1-deletion t=120	gcn4-deletion t=0	gcn4-deletion t=10	gcn4-deletion t=20	gcn4-deletion t=30	gcn4-deletion t=45	gcn4-deletion t=60	gcn4-deletion t=90	gcn4-deletion t=120	leu3-deletion t=0	leu3-deletion t=10	leu3-deletion t=20	leu3-deletion t=30	leu3-deletion t=45	leu3-deletion t=60	leu3-deletion t=90	leu3-deletion t=120
3615_i_at		0.0177	0	0.2410081	3.114883638	-0.407343107	3.752313559	1.729229946	1.625533049	0.705770973	0.756886289	2.862496477	2.009611595	2.620523686	1.160464673	2.408755448	0.111317023	3.184424571	1.574639058	1.637980883	3.150073067	0.719892081	2.410207582	-0.470078862	-0.198166305	-0.726715497	1.513801472	3.09696173	2.447458977	0.377918044	0.912537159	3.909459956	-0.407343107	1.424649094
3616_f_at		0.0746	0	-0.94753258	-0.229087074	-1.984813597	0.320400625	-1.22685207	-1.962329582	-0.545434137	-0.59645814	-0.951217627	0.63005039	1.143389963	1.143389963	0.224027203	-0.125530882	1.259531557	-0.515118512	-0.797370834	1.417897153	-0.777607579	-0.837728571	-2.780882711	-0.340655303	0.24832921	-0.694963685	0.93959476	0.888968687	-0.09667602	-2.21351427	0.378805182	0.194313898	-1.314314911
3617_f_at		1.463	0	0.132657743	0.473694661	-0.233769812	-0.138489308	-0.070684993	-0.19489929	0.146968537	0.179528453	0.431937099	-0.098902311	-0.864648147	-0.848588297	-0.76415578	-0.386416822	-0.552803833	-0.455003907	-0.164760657	-0.179193279	0.293264336	-0.487793842	-0.382557626	-0.145012432	0.598042327	-1.313576015	-0.255956575	-0.711568817	-0.62695659	-1.169186105	-0.383842878	-0.868241412	-0.319712541
3618_f_at		2.243	0	0.66661484	1.139897845	1.096059764	1.539684106	0.84792547	0.886690981	1.259655162	0.742355974	1.218253483	1.34412973	1.391704995	0.750021747	1.237467742	1.606235299	1.283356638	-0.929733137	0.767877582	1.031163679	1.465264468	0.947627823	1.7896121	1.686725217	1.953615499	-0.846454742	0.605390382	0.901566041	0.738507759	0.53481088	0.86391019	0.252387162	1.025489975
3619_f_at		9.19	0	0.350801918	0.765193069	0.94227329	0.851237275	0.48807044	0.502546507	0.770723822	0.324719428	0.967376947	1.12177839	1.040931911	0.943089941	0.917556307	1.166520008	1.053843039	-0.931488037	0.464374775	0.817789122	0.706764934	0.435648614	0.88817421	1.087472075	0.960940285	-1.081862112	0.645870256	0.339681398	0.227518408	0.496995965	0.572825033	0.293041204	0.972985565
3620_f_at		18.37	0	0.106685201	0.323011417	0.587290378	0.39882827	0.2269736	0.144831112	0.228314956	-0.075774822	0.568349505	0.816380148	0.556116892	0.594069482	0.686264914	0.697930582	0.667104683	-1.255436928	0.394652767	0.329275571	0.302781367	0.196458608	0.407143196	0.376619595	0.165984343	-1.067275007	0.386866052	0.291917648	0.194401142	0.268638481	0.038740715	0.171573212	0.511090043
3621_i_at		0.0109	0	1.234465253	1.488886529	1.376645264	0.644341048	1.497499659	-0.074638801	4.260000346	1.431611724	0.667424661	0.436099115	2.041820175	1.155030786	0.975546956	0.690144737	1.94753258	-0.11345805	0.741806857	2.99696594	1.836501267	0.012072832	-0.11345805	-0.11345805	-0.11345805	1.462734241	-0.11345805	2.221526198	0.826281425	-0.11345805	-0.11345805	3.141355849	1.07672579
3622_f_at		10.67	0	0.186191875	1.49131521	0.477835818	0.885305591	0.820945677	1.235198515	0.891149131	0.153746091	0.534004833	1.235198515	1.379883748	0.571788352	-0.089229943	0.507620804	0.243273482	-0.499337929	0.359532446	0.537734898	0.43347507	0.615683491	-0.316496623	0.913571895	0.463199939	-0.224692615	0.262561136	0.827817121	0.183813348	0.38149329	0.555322185	0.025461562	0.572697652
3623_f_at		5.881	0	0.493323984	0.972389546	0.94207175	1.078402639	0.751121741	1.210394376	1.280728182	0.673434936	1.067911113	1.519311414	1.54643532	0.969887256	0.467835562	1.167360986	1.107151698	-0.157682787	0.507541259	0.585616414	0.799977908	0.174007102	0.044438714	0.804197962	1.111698845	-0.503195448	0.061461862	0.647990467	0.498541693	0.17986511	0.483533481	0.544670864	0.954781682
3624_at		0.722	0	-0.114147544	0.124199983	-0.317942747	0.14960659	0.253692222	0.4879901	0.37866511	0.100200663	-0.082110068	-0.26423216	-0.561213898	-1.030246287	-0.217081067	-0.495036821	-0.247553419	-0.11847347	-0.040470958	0.122367989	0.202587881	-0.719774707	-0.461678224	-0.696951937	0.523128102	-0.821894804	-0.426389474	-0.111989436	-0.978215584	-0.564161182	-0.235756991	-0.986099183	-0.549484605
3625_at	COS10	0.335	0	-0.485426827	0.415037499	0.058893689	-0.004300137	0.7030796	0.514573173	0.290677161	0.26589406	-0.876617584	-0.289029614	0.411813599	-0.05246742	0.777607579	0.993544978	1.162271429	0.01282404	0.276567562	0.556049809	0.408582477	-0.762960803	0.025535092	-0.149143439	0.375866902	0.74723393	-0.491450615	0.22606808	0.570578583	0.474961317	0.616111199	0.72662365	1.158429363
3626_i_at	COS10	0.381	0	-0.809244503	0.194060642	1.091456157	-0.069634187	0.496712635	0.660975912	1.220232698	0.549275645	0.49134945	0.656190849	0.510034014	0.444938985	1.671684625	1.726351921	1.657388603	0.430999794	0.728632862	0.804114124	0.464230324	0.50737956	0.49134945	0.844635939	0.900329439	1.057382223	0.236352364	-0.015186403	0.126474746	1.105565756	1.133377606	1.453238309	1.647778609
3627_r_at	COS10	0.393	0	0.369470026	0.606766871	0.337950112	0.349491734	0.768117137	-0.482500467	0.722244088	0.875800017	-0.345927414	-0.462180483	0.667967027	0.936368894	0.731095006	1.132835683	0.621122164	0.15273524	-0.594145823	1.266691429	0.748635587	0.15273524	1.175609706	0.032584209	0.275793636	0.494292142	-0.025862064	0.785215945	0.663350399	0.670269813	0.970405218	1.280323295	1.080120866
3628_f_at	COS10	0.21	0	-2.762256513	-1.299875889	-2.939739475	-1.178841139	-1.553179323	0.105449299	0.423559054	-0.084474568	-0.511645823	-1.831138989	-0.363547184	-0.20539935	0.860101393	0.658279178	0.852547999	0.027093661	-0.245365758	-0.676705069	0.105449299	-1.960878242	0.130649853	-1.306625352	-2.060033709	0.397841884	-0.136136688	-0.26166757	-0.755314904	-0.084474568	0.173718575	0.705165566	0.750576026
3629_f_at		0.0801	0	0.069457217	1.652723427	1.565260586	1.330795332	0.180362947	1.033409422	0.756402073	0.887188681	1.142185768	0.439729704	0.277489502	0.217555856	0.503860041	-1.208230884	1.059249427	-0.43955643	-0.359777356	1.45926989	1.399836977	-0.594779827	0.577233228	1.510119032	0.589107328	0.867823356	1.54101304	1.117801609	-0.124399293	1.316581473	1.413257493	1.583182494	-0.032381049
3630_at		0.027	0	-1.010341944	0.578076116	-1.347923303	-0.499926396	-1	-1.33486715	-0.485426827	-1.347923303	-0.871895174	0.31780021	-1.347923303	1.153805336	1.501894039	-1.347923303	0.706767339	0.997421456	2.431049818	1.906890596	0.237039198	0.215012891	-1.347923303	-0.890878277	-1.02075856	-0.25276607	0.313660479	1.620586411	1.620586411	1.539601968	-0.374395514	1.29278175	1.250095351
3631_s_at		0.357	0	-0.193796931	0.358534566	0.423074818	0.149179419	0.17796232	-0.189195029	0.267728281	-2.064276886	-1.541301272	-1.529619467	-2.114000353	-2.71034685	-2.972853858	-3.910926109	-2.072728551	-0.638325727	0.192141255	-1.016210228	-0.64461199	-0.825604295	-0.143965775	-0.570926441	0.174395705	-2.340177468	-0.423119846	-2.87796591	-0.929226926	-1.323944441	-1.495131091	-0.913960169	-2.676460856
3632_at		0.051	0	-1.393011192	-0.538552035	-1.247580753	0.98606081	-1.42245497	-0.691450934	-0.919080004	-1.562936194	-0.059471807	-1.308122295	-2.091630475	0.213646379	-1.26081658	-1.460125388	-0.542587549	1.041027269	-2.152003093	-1.42245497	-1.342887713	-2.103504575	-0.651680406	-1.988944811	-0.514573172	0.080919996	-0.479335992	-0.042228235	0.912797237	-0.291048782	-2.241008099	-0.270823753	-1.538552035
3633_f_at		3.001	0	-0.549596485	-1.219671713	-1.863457953	-0.092789055	-0.290200952	-0.99424456	1.118062627	0.124248771	0.610053482	-0.480245899	-0.334962403	-0.502540389	0.314411532	0.206931375	1.008624573	-1.968625494	-0.833175386	-1.106693416	-1.010611646	-1.499140211	-0.10049715	-1.216317907	-0.596058354	-1.776921202	-0.350196917	-0.623189886	-1.143378521	-3.032072009	-1.318088585	-2.084102712	-1.202980107
3634_f_at		0.351	0	0.622717423	0.700439718	1	0.509235175	0.747582702	0.554588852	0.795596951	0.705475308	0.328470941	0.814363981	0.664689693	0.656912343	0.376618736	0.80969506	0.414012494	-0.387969256	-0.041579104	0.488935613	0.95419631	0.247927513	0.328470941	0.551795637	1.447458977	-0.211504105	-0.062826837	0.486012218	0.114215569	-0.225811942	0.177193002	0.087462841	0.752456676
3635_f_at		12.94	0	0.319674389	0.470506844	0.713543538	0.658104411	0.485713468	0.278907343	0.865675796	0.145175382	0.460819415	0.528850095	0.170160334	0.266912496	-0.157699934	0.168177384	0.344471182	-1.316475768	0.161215517	0.238845434	0.265985671	-0.083767752	0.0949129	0.381740999	0.475326275	-1.469219465	-0.466906341	0.057907847	-0.247488618	-0.266136953	-0.167683159	-0.485516016	0.191794773
3636_f_at		46.02	0	0.265013237	0.567500561	0.544256922	0.254014437	0.176524444	0.245313311	0.388692854	0.009685489	0.368923324	0.497281509	0.234695648	0.464941293	0.334780044	0.305147139	0.499944087	-1.051667671	0.213222981	0.158661826	0.169294408	0.013727874	0.072446421	0.221312729	-0.163821032	-1.043244474	0.180402585	0.446426193	0.05051689	0.296494659	0.307682142	-0.011013953	0.205087614
3637_f_at		37.03	0	0.140224553	0.870230521	0.409367561	-0.052769024	0.039579958	0.146573677	0.172040229	-0.275626241	0.331936956	-0.003510588	-0.222385928	0.18614865	0.149737791	0.112384147	0.204522412	-1.445020781	0.293036949	-0.469680092	-0.305166288	-0.167098366	0.061772232	0.115983597	-0.703437813	-1.069801165	0.163021404	0.690953521	0.21731324	0.358312932	0.129580189	-0.255488315	-0.292227662
3638_f_at		17.79	0	0.221337849	0.842454045	0.535720108	0.431946913	0.382417426	0.392954428	0.718817221	-0.248977014	0.390482048	0.247530538	0.261127501	0.580332877	0.078126278	0.34460053	0.657418819	-1.179831802	0.309696479	0.041562978	-0.22983142	0.010503539	0.115283833	0.452833415	0.079661795	-0.92364159	-0.212814965	0.291260072	-0.18581485	0.286613921	0.367409411	-0.046141173	-0.427225499
3639_f_at		9.84	0	0.347472961	0.988150131	0.545279384	0.437908177	0.632027014	0.918503355	1.010152922	0.241098313	0.951474543	0.738665158	0.775100978	1.055999828	0.421582999	0.844506856	1.021029746	-0.88494009	0.590765964	0.487895978	0.140951176	0.023267434	0.401745767	0.943873793	0.797203863	-0.397310468	-0.181276099	0.638633637	-0.111987464	0.463650204	0.797203863	0.200849655	-0.190447745
3640_f_at		6.168	0	0.316820873	0.435356666	0.028940533	0.701356886	0.574871222	0.557496756	1.582153423	0.721352979	1.07994595	0.62030689	0.596995056	0.613750214	0.87971085	0.951606417	1.478544918	-0.603201619	0.374061388	-0.007738163	-1.103483315	-0.741024908	-0.23436896	-0.10624975	-0.019542312	-0.219861137	-0.066279216	0.429117226	-0.320817677	-0.346457096	0.667597882	0.303807391	0.157791246
3641_f_at		0.03	0	-1.116253069	-1.028196892	-1.357261168	0.145940361	2.079226691	-1.037719666	-0.032950422	-0.22084197	-0.494764692	-1.047305715	0.120480376	-0.475224506	-0.363235069	-1.494764692	-0.106199404	-1.242701404	1.537656786	2.195550809	-1.494764692	1.692542388	-1.494764692	-1.41814341	0.16681909	-0.111217479	-1.253756593	-0.316122473	-0.01402956	0.162667447	0.054792473	2.667855509	-0.293130831
3642_at		0.0357	0	0.896105516	-0.211297222	-0.957393828	-1.40069518	1.609646764	2.28610762	-0.110245316	-0.91972341	-1.738276539	-1.588898915	1.044513237	-0.364818143	1.28610762	0.431648462	-1.442820655	0.102415567	0.652791256	0.565172135	1.163358331	0.57576077	-1.188719374	-1.519636253	0.723537731	-0.349711251	-0.123031471	0.675120602	-0.290817562	-0.686746238	2.557179345	-1.290817562	-0.416348444
3643_i_at		0.01	0	0	1.980191519	0.229867542	1.69842055	0.172836597	2.786596362	5.389191322	4.328470941	0.013056153	0.263034406	0.485426827	0	0.457045026	0.038819249	1.602344579	0	0.229867542	3.084373557	0.368387406	0	0	1.332382452	0.504042505	1.423211431	3.573991383	2.082826431	0	1.558490289	0	0.025995209	0
3644_f_at		0.189	0	0.885471612	-0.28445339	1.195015982	0.682809824	1.204931451	1.22130728	-0.015266757	-0.38003105	0.822461814	1.369723606	1.401687945	0.430144391	0.852209158	0	0.517607233	0.885471612	0.654146066	0.94584423	0.595051318	0.171611378	0.337034987	0.528176474	1.250323354	-0.471823526	-0.350687088	0.933970129	-0.775439742	-0.177538186	-0.221127454	0.407424315	0.663764068
3645_f_at		7.763	0	0.072122593	0.00852243	-0.332933256	0.540301243	0.514517426	0.32237399	1.388099376	0.421850219	0.606480063	0.837199776	0.896297307	0.354266984	0.465567456	0.684861507	1.528691114	-0.476276472	-0.255916562	-0.197857401	-0.687467688	-1.345155575	-0.83445871	-0.528925811	0.072652768	-0.093654575	-0.440028511	-0.017197398	-0.802994782	-0.884694318	0.361372085	-0.123910104	0.424621702
3646_s_at	YRF1-1 ; YRF1-2 ; YRF1-3 ; YRF1-4 ; YRF1-5 ; YRF1-6 ; YRF1-7	0.459	0	-0.981303906	-1.230780207	-0.555471204	-1.051074184	0.055376757	-1.868210127	-0.950672287	-1.057587491	-0.862496476	-1.223438231	-2.038135129	0.489900304	0.597453445	0.572362464	-0.044590151	-0.597562537	0.507656775	-0.30245823	-0.736965594	0.120294234	1.024874669	0.449130698	-1.427637536	0.718659439	0.324434951	-0.784794119	0.217905031	1.961864871	0.446831582	0.28893627	0.111611991
3647_f_at		0.463	0	-0.265523957	-0.154077421	0.422789775	-0.103093492	0.130703692	-0.698109658	0.294303848	0.027715379	-0.49165878	-1.374165217	-0.410897768	-2.350186354	-0.572578776	-0.903784684	-1.006231953	-0.469963709	-0.358135108	-0.280552167	-0.49165878	-0.619576255	-0.554200246	-0.398549376	-0.50042899	-0.600593152	-0.824557993	-0.678071905	-0.708233875	-0.415037499	-0.482941563	-0.474276702	-0.846753739
3648_f_at	COS4 ; COS6 ; COS1	14.98	0	-0.283185975	-0.440263084	-0.183579991	-0.143670361	-0.122548616	-0.375116174	0.280883788	0.062198825	-0.283185975	-0.610955959	-1.080497812	-0.751418798	-0.368884759	0.064963315	0.04922736	0.378933807	0.161113295	0.04082655	0.103120058	-0.092461119	0.710295415	0.369274193	0.08143993	-0.294952577	0.121826542	0.339140049	0.07961846	0.353532275	0.569438916	-0.28553163	0.339140049
3649_f_at		3.077	0	-0.656301283	-1.446947746	-1.882145129	-0.429799067	-0.41410038	-1.273760813	1.164394029	0.124319534	0.447021446	-0.43169444	-0.102451327	-0.838746135	-0.116102302	0.096532794	0.919521607	-1.79336165	-0.862411259	-1.364982614	-1.166764661	-1.579348895	-0.691445113	-1.658519108	-0.479906602	-3.417852515	-1.107997253	-0.55642092	-1.554354515	-2.040883057	-1.645263011	-2.130396638	-1.531139802
3650_f_at		1.714	0	0.044725472	0.376892982	0.111654305	-0.068035828	0.034084269	0.210930431	0.346781194	-0.141293996	0.203644077	-0.587909784	-1.232240207	-1.248137834	-1.248137834	-0.663175333	-0.825129623	-0.706445907	-0.207745645	-0.333541509	-0.180796588	-0.409719575	-0.040954472	-0.337787855	0.446449158	-1.193246075	-0.965915731	-0.672530498	-0.995800011	-1.379858206	-0.533321517	-0.619871549	-0.85069133
3651_f_at		7.582	0	0.512993201	0.860792698	0.92933002	0.543336296	0.543336296	0.614651602	0.97263085	0.331220543	1.077321443	0.819345309	0.908196414	1.021246343	0.866021376	0.966802164	1.183328292	-1.115001661	0.555038105	0.104739234	0.041999547	0.22844067	0.481998187	1.061911761	0.926329822	-0.722703861	-0.076375702	0.585786699	0.036445016	0.569212607	0.79871331	0.266897724	0.168423329
3652_f_at		7.04	0	-0.131859362	0.890308106	0.913337324	0.295083981	0.318440597	0.113253136	0.171358583	-0.773136006	0.700360908	0.993737	0.782465745	0.969874824	0.516354695	0.701621344	0.726601538	-1.007189355	0.322051029	-0.246532313	-0.422913427	0.224059922	0.690237579	0.353022126	-0.717158666	-0.365030967	0.52776961	0.282167493	0.231409021	0.786035007	0.38726416	0.376571658	0.035219052
3653_f_at		9.26	0	0.15214329	0.91819747	0.343543645	0.326252341	0.394207819	0.914896296	0.959638395	0.002179298	0.919845229	0.556592735	0.727211914	0.944338405	0.585948781	0.819256384	1.128040679	-1.093805398	0.481593959	0.288486594	-0.0117312	-0.031497705	0.285933377	0.819256384	0.558709521	-0.617575178	-0.674369055	0.548094396	-0.337354786	0.597320039	0.784406983	0.370303784	0.130960034
3654_i_at		0.0507	0	2.121688816	2.102323491	0.86709349	2.395370466	-0.395634968	3.220796961	3.31913488	-0.245836146	0.503648918	2.602528373	-1.834111381	-0.080329816	0.0971152	0.178272344	-1.219604604	2.165888619	-0.463273685	-1.864273351	2.811733362	-2.232660757	1.973243542	-0.834111381	-0.16539753	-0.327519943	-0.455599757	3.162776008	0.336918711	3.029006813	0.624415443	-0.742557443	-0.331025887
3655_f_at		0.0346	0	-0.290858088	0.784009833	1.85742192	-0.687830871	1.691684715	1.879617666	2.460904508	-0.754634242	0.823474588	1.532695192	0.598408032	-0.960033592	-0.649184943	1.587661651	0.020121596	-1.388270589	1.045867009	0.024112457	-0.144816552	-1.694373717	-1.694373717	-0.796253331	2.482819285	-0.40964424	0.711618643	2.511530582	0.376015611	-1.109411216	1.452044532	1.326782935	0.193151554
3656_f_at		4.82	0	0.517054831	1.163760554	1.018287614	0.718534119	0.608215522	1.140872975	1.086952262	0.104733288	1.208474398	1.155723981	0.9571761	1.128607403	0.345848421	1.174406816	1.0399893	-0.1788177	0.659701049	0.642359152	-0.134454376	-0.195169554	0.047102981	1.103758917	1.067093792	-0.088866269	-0.020190527	0.791060882	0.312982702	0.700416698	0.969301594	0.666127318	0.377060671
3657_f_at		16.04	0	0.153432399	1.19837286	1.18023097	0.589721356	0.54110229	0.828742177	0.490147264	-0.24123705	0.606948835	1.091852536	0.809883816	0.697912324	0.016987806	0.795446949	0.691243717	-0.433107812	0.532422907	0.480510416	0.193308219	-0.097667458	0.028496848	0.477929681	0.206618752	-0.113148205	0.36723929	0.750714347	0.356039816	0.532422907	0.6517169	0.393494702	0.278821763
3658_f_at		21.66	0	-0.112145351	0.642819469	0.461228789	0.277272533	0.121300925	0.271766267	0.293666351	-1.103461092	0.455897315	0.570660933	0.507408874	0.368831985	-0.037788477	0.268452392	0.690646603	-0.360554359	-0.024178687	0.252886189	-0.125161584	-0.376894069	-0.481808148	-0.070286097	-0.308487074	-0.063310139	-0.156739698	0.091605883	-0.066793901	0.64665348	0.599958846	-0.099959143	0.246724646
3659_f_at		8.355	0	0.270754359	1.186708699	1.136545763	0.865178748	0.546115	1.098349631	0.999913671	0.199470314	0.628833332	1.397340294	0.957867491	0.9596441	0.435566042	0.882139632	0.885881791	-0.434505486	0.522270228	0.567243447	0.214428406	-0.241510452	-0.367486748	0.813065844	0.766123681	-0.166928256	0.301900001	0.531855481	-0.023498598	0.387540992	0.668479382	0.372949432	0.747733437
3660_f_at		3.865	0	0.591416412	1.445728895	1.29023582	1.308280168	1.025888583	1.490243399	1.484920286	0.742254972	1.152152355	1.861759267	1.594014637	1.39128638	0.913294971	1.561511684	1.520475906	0.089700156	0.917450031	0.997759209	0.324761441	0.272580912	-0.188280208	1.512650039	1.303298846	0.296782118	0.463835142	0.920016226	0.262972208	0.880630295	1.188955259	1.025521998	1.362404214
3661_at		0.511	0	-0.126555887	0.142107058	0.169925002	0.214319121	0.339850003	0.162391329	0.761551233	0.285402219	-0.215365154	-0.723875594	0.197216693	0.187352074	-0.310002028	0.095397023	-0.22521294	0.491853097	0.422064767	0.428360173	0.346513734	0.184875343	0.060695932	0.415741769	0.531381461	0.131856961	0.23840474	0.375039432	-0.673570513	-0.310002028	0.897845456	-0.075187496	0.348728155
3662_f_at		7.38	0	0.633585397	0.840943107	1.040378632	0.96327865	0.799992432	1.243899521	0.903929588	0.095660353	0.365780746	0.828889532	0.864752282	0.914337937	0.128037116	0.199737497	0.127321493	0.226045698	0.593990538	1.491292667	0.507264007	0.922610887	-0.071523445	0.721559513	0.372137575	-0.046276656	0.563895137	0.796620597	-0.28735815	0.386712652	0.715620533	0.085380258	0.471058969
3663_f_at		2.385	0	0.367399189	-0.019479723	0.155204185	0.215812668	0.074816628	0.4661222	0.785246222	-0.189021731	0.034059821	-0.204266489	-0.909765546	-1.148915965	-1.819498891	-0.80041815	-0.747687488	-0.086593918	-0.788880723	-0.102086095	-1.333157712	-0.131590089	-1.601992825	-0.087878598	0.269971178	-0.708625674	-0.886105042	-0.27274139	-1.148915965	-0.695836613	-0.334681954	-1.170529778	-0.731533981
3664_f_at		6.33	0	0.706474607	0.291762914	1.353795469	0.975756316	0.835945138	1.201604137	1.319510564	0.828265082	0.8423141	1.477609003	0.920243027	0.981538205	0.198529402	1.13364516	1.068858478	-0.043020385	0.245995254	0.611530003	-0.206941775	0.388764667	-1.077951874	0.973437056	1.410615595	-0.127375801	0.80628024	0.976914549	0.160500652	0.414125699	0.928647566	0.165588811	0.307684002
3665_f_at		22.97	0	0.774385223	0.944265346	1.198016674	1.059036878	0.763697453	1.194453515	1.148730381	0.36046108	0.905897934	1.254651793	1.217323233	1.076414985	0.634128881	0.965004789	0.997768696	-0.088715561	0.349658371	0.748824559	0.343731712	0.631698806	-0.743428033	0.893104121	0.831969682	0.023670671	0.819212108	1.011852736	0.603041284	0.804543902	0.903885386	0.642199698	0.338277469
3666_f_at		25.96	0	0.214423711	0.813984445	0.881599998	0.609190905	0.478088619	0.883709818	0.770993309	0.264783851	0.54512846	1.102392929	1.017097703	0.873433093	0.269862793	0.768711904	0.541314932	-0.44118798	0.343100366	0.522868352	0.017674216	0.357485588	-1.410063162	0.446221051	0.359652708	-0.194861706	0.540933024	0.775545324	0.290001625	0.507313957	0.565549113	-0.24732677	0.518995447
3667_f_at		9.5	0	0.371451026	0.880461501	0.909853622	0.542796907	0.408531407	0.980816264	0.832663558	0.260476054	0.379644188	0.756511909	0.647320205	0.507983185	-0.314317908	0.671356065	0.399350276	-0.510392607	0.095470585	0.103972888	-0.294814129	0.182339729	-0.927883547	0.379644188	0.607013348	-0.630310722	0.22453837	0.489715537	-0.038002269	-0.089580758	0.352547209	-0.431684459	0.381976571
3668_f_at		3.573	0	-0.508128963	-0.916865223	-1.462361154	-0.302482039	-0.225895091	-0.496692557	1.081228215	0.042949993	-0.323038598	-0.731861556	0.115166674	-0.275846913	-1.013790274	-1.249694625	-0.46069362	-0.640303279	-0.903966996	-1.474648991	-2.520235566	-1.543580655	-2.398182456	-1.386526391	-0.946120447	-0.333173483	-0.216953224	-0.196456081	-1.127366886	-2.208999315	-1.165793367	-1.516766157	-1.090796918
3669_f_at		3.175	0	0.411740429	0.914863309	0.992941903	1.186185982	0.711023243	1.251366143	1.286426828	0.763609585	1.122726957	1.595973767	1.393874009	0.960862742	0.414128715	1.199499288	1.102983843	-0.388036804	0.3983614	0.525298907	0.097050306	0.209747984	-1.096747981	0.874799444	1.109314239	-0.404176506	0.297742141	0.724006896	0.024323253	0.216800826	0.768950927	0.427362986	0.805016891
3670_f_at		1.384	0	-0.089156527	0.607357023	0.075093907	-0.138754054	-0.128469452	0.41529789	0.364420727	-0.208054317	0.047137696	0.13133511	-1.028402496	-1.129608571	-1.92787562	-0.908193255	-0.996878408	-0.469885976	-0.636388639	-0.050886511	-0.641254394	-0.652672052	-1.89263844	-0.405003124	-0.035858301	-0.756190161	-0.507892299	-0.947830227	-1.364207898	-1.296118908	-0.806313641	-1.245845702	-1.084731079
3671_f_at		8.824	0	0.175128744	0.972020884	0.943403394	0.834859013	0.509283141	1.021177704	0.995989215	-0.117808664	0.449484684	0.980330883	0.710502465	0.5853439	-0.198800299	0.355505083	0.742122279	-0.397219871	0.162768735	0.436255477	0.286143968	-0.579903557	-0.553751269	0.512724686	1.122264435	-0.489683533	-0.438274051	0.280771296	-0.255826704	-0.054642713	0.448287029	-0.108966426	0.169616177
3672_f_at		9.416	0	-0.126743073	0.982816141	0.937939873	0.537779341	0.383088604	0.565994616	0.180355945	-0.528184538	0.176294301	1.282071162	1.00283144	0.827458633	0.741187761	0.664971358	0.751234424	-0.644785271	0.471925924	0.29467832	-0.151033146	-0.325878428	-0.54261716	0.173580172	-0.493908413	0.056188686	0.360594134	0.346204238	0.19648913	0.67939266	0.597723722	0.502527375	0.672680654
3673_f_at		8.918	0	0.2573889	0.994570997	1.011519388	0.879709283	0.55031149	1.123406281	1.097182913	-0.02233243	0.408837056	0.926416516	0.768262974	0.585232068	0.163747121	0.562411016	0.794612582	-0.431358918	0.214816283	0.416128934	-0.143062425	-0.308684697	-0.707188541	0.57440991	0.701198524	-0.344178387	-0.239832177	0.220380633	-0.548072721	-0.025127873	0.633994311	0.193756717	0.639196592
3674_i_at		1.731	0	0.19378995	0.095086341	-0.864921684	0.215474152	0.134319602	0.733629882	0.708872819	-0.102692492	-0.522209023	-0.665466074	-0.686760852	-0.993351624	-0.946045909	-0.77522964	-0.169508579	0.48614062	0.238956266	0.31457932	0.187220622	-0.830445253	-0.727556078	-0.396279441	-0.733083652	0.000832724	-0.536636093	-0.676074173	-1.108967037	-1.098227322	-0.333007311	-0.536636093	0.114451666
3675_r_at		0.421	0	0.023734649	-0.363547184	-0.193622183	-1.501930668	0.218480026	0.118104599	1.033788314	-0.394669702	-1.027612231	-2.246987675	-2.64001526	-0.869350147	-1.644283592	-1.399171094	0.331468862	0.073316678	0.010219842	-0.048673847	-0.346059757	-2.20067694	-1.143670361	-0.863118194	-0.225244162	-0.881895401	-1.850734469	-0.644283592	-2.048673847	-0.766902878	-1.084474568	-0.61781138	-1.655009998
3676_f_at		1.027	0	0.477183407	-0.413167512	-0.237440225	-0.752959117	-0.296540737	-0.057257318	0.750931773	-0.247401335	-0.96123043	-1.048522508	-0.818272476	-1.153875508	-1.972201548	-1.03120996	-0.359966117	0.230389642	-0.20472465	-0.327904908	-1.447203836	-1.163274206	-2.428195722	-0.456802641	0.295871645	-0.708708343	-1.191843358	-0.955776	-1.1260413	-1.781622875	-0.462592729	-0.835699548	-0.745881286
3677_f_at		0.223	0	0.954196311	-0.032567862	1.641793724	1.487265827	0.762500687	0.957516669	0.861530063	-0.09999579	0.215012891	1.264107441	1.314178596	1	0.445310511	-0.185303102	0.990306604	0.25334101	0.940837928	0.264107441	-0.323539144	0.468769484	-2.449802917	0.285402219	1.792557921	0.64385619	0.64385619	0.913744267	0.28010792	-0.549967079	0.377520421	-1.520104278	0.357552005
3678_at		0.0131	0	1.030373649	1.709071588	1	0.415037499	2.989731664	2.328054198	0.445411148	2.923843729	1.150467494	2.358300484	-0.208814015	-0.162271429	2.202523315	-0.04151927	-0.358191639	1.618671862	1.269839584	2.685407388	-0.232660757	3.015266757	2.802963153	0.808815879	3.089267338	1.635235707	-0.220688115	0.467778961	1.098853387	0.860448647	2.198070549	0.11783649	1.332123862
